ID,Tweet,Author,Class,NumberOfTotalCharacters,NumberOfUppercaseCharacters,NumberOfLowercaseCharacters,NumberOfSpecialCharacters,NumberOfNumbers,NumberOfBlanks,NumberOfWords,AverageLengthOfWords,NumberOfPropositions,PropositionsLength,NumberOfPunctuationCharacters,NumberOfLowercaseWords,NumberOfUppercaseWords,NumberOfBigrams,NumberOfTrigrams,HapaxTokenRatio,VocabularyRichness,Flesch Kincaid Grade Level,Flesch Reading Ease formula,Dale Chall Readability,Automated Readability Index,Coleman Liau Index,Gunning Fog,SMOG(Simple Measure of Gobbledygook),Linsear Write
37060280,3D printing technology offers personalized product customization and on-demand manufacturing. #3DPrintedProducts #Customization,Gemma-7B,4,127,5,105,4,2,11,12,10,2,6,2,9,1,14,13,0.87,1,23.3,-50.69,17.39,30.1,35.95,21.47,0,13
37060280,"Edge computing reduces latency and improves performance in connected devices, enabling seamless user experiences. #EdgePerformance #ConnectedDevices",Gemma-7B,4,148,5,124,4,0,15,16,8.86,2,8,2,13,0,19,18,0.9,1,19,-12.45,17.26,25.7,29.17,23.9,0,15
37060280,"AI-powered chatbots can provide personalized customer support, resolving issues efficiently. #ChatbotSupport #CustomerServiceAutomation",Gemma-7B,4,135,7,112,5,0,11,12,10.64,2,6,3,9,0,15,14,0.88,1,22.1,-42.23,18.71,33.2,39.37,21.47,0,11
37060280,"Smart home devices enhance convenience and security, creating a more comfortable and secure living environment. #SmartHomeLiving #HomeAutomation",Gemma-7B,4,144,6,118,4,0,16,17,8.69,2,8.5,2,14,0,20,19,0.81,1,17,3.46,13.77,22.5,24.71,23.27,0,15.5
37060280,"Quantum technology has the potential to revolutionize materials science, leading to groundbreaking innovations. #QuantumMaterials #InnovationPotential",Gemma-7B,4,150,5,127,4,0,14,15,11.09,2,7.5,2,12,0,18,17,0.79,1,26.8,-70.66,15.96,28.8,33.17,27.33,0,15.5
37060280,Sustainable tech solutions offer solutions to address environmental challenges and promote resource conservation. #EcoTech #Sustainability,Gemma-7B,4,138,4,117,3,0,14,15,8.92,2,7.5,1,12,0,17,16,0.78,0.92,19.8,-19.9,14.91,25,28.93,19.33,0,13.5
37060280,"5G connectivity empowers industries with increased speed and efficiency, driving innovation. #5GManufacturing #Industry4.0",Gemma-7B,4,122,4,97,5,4,12,13,9,2,6.5,3,10,1,16,15,0.88,1,22.5,-43.25,17.64,24.9,28.7,26.74,0,13.5
37060280,"AI-powered robots can perform complex tasks, automating workflows and enhancing productivity. #RobotAutomation #ProductivityBoost",Gemma-7B,4,129,6,106,5,0,12,13,9.73,2,6.5,3,10,0,16,15,0.88,1,21.3,-34.79,18.86,27.5,31.83,20.58,0,11.5
37060280,Cybersecurity awareness is crucial for protecting personal data in the digital age. #CybersecurityAwareness #DataPrivacy,Gemma-7B,4,120,5,99,3,0,13,14,9.4,2,7,1,11,0,16,15,0.88,1,20.6,-27.34,14.48,21.6,25.22,22.74,0,13
37060280,"Automation tools streamline workflows and reduce repetitive tasks, allowing humans to focus on creative work. #Automation #CreativeWork",Gemma-7B,4,135,4,111,4,0,16,17,7.71,2,8.5,2,14,0,20,19,0.81,0.93,15.8,11.92,15.63,20,21.63,16.21,0,13.5
37060280,Sustainable tech solutions are key to achieving environmental sustainability and preserving natural resources. #Sustainability #EcoTech,Gemma-7B,4,135,4,114,3,0,14,15,9.17,2,7.5,1,12,0,17,16,0.89,1,19.8,-19.9,14.91,24.1,27.77,22,0,14.5
37060280,"Virtual reality offers immersive learning experiences, enhancing educational outcomes. #VRLearning #EducationInnovation",Gemma-7B,4,119,6,99,4,0,10,11,9.55,2,5.5,2,8,0,14,13,0.87,1,30,-100.44,19.97,30.7,36.93,33.49,0,13.5
37060280,"Cloud computing provides scalable computing power, enabling businesses to adapt to changing needs. #CloudTech #BusinessScalability",Gemma-7B,4,130,5,107,4,0,14,15,8.64,2,7.5,2,12,0,18,17,0.68,0.91,15,13.95,14.91,22.5,25.45,14,0,11.5
37060280,"Smart wearables track health metrics and promote healthy habits, empowering individuals to take charge of their health. #Wearables #HealthTech",Gemma-7B,4,142,4,116,4,0,18,19,7.43,2,9.5,2,16,0,22,21,0.83,0.93,10.7,52.19,10.4,18.8,19.38,11.81,0,11.5
37060280,"Cybersecurity threats evolve rapidly, demanding proactive measures for protection. #CybersecurityDefense #ThreatMitigation",Gemma-7B,4,122,5,103,4,0,10,11,10.5,2,5.5,2,8,0,14,13,0.87,1,25.3,-66.6,17.1,32,38.49,22.58,0,10.5
37060280,"3D printing technology offers rapid prototyping and manufacturing capabilities, fostering innovation across industries. #3DPrinting #ManufacturingInnovation",Gemma-7B,4,156,5,131,4,2,14,15,9.92,2,7.5,2,12,1,18,17,0.89,1,26.8,-70.66,18.07,30.7,35.49,30,0,16.5
37060280,"Edge computing reduces latency and improves performance, enabling real-time applications. #EdgePerformance #RealTime",Gemma-7B,4,116,5,95,5,0,11,12,8.91,2,6,3,9,0,15,14,0.88,1,18.6,-16.85,16.07,25.8,30.15,24.8,0,13
37060280,"AI is like a magic wand!?Automating tasks, creating art, and solving problems with just a few lines of code. #TechMagic #AIRevolution",Gemma-7B,4,133,8,98,7,0,20,21,6.67,3,7.33,5,18,1,28,27,0.79,1,7.4,60.82,12.43,9.2,10.53,11.82,0,6.25
37060280,"5G is here, and it's about to change everything.?From seamless virtual experiences to hyper-connected devices, the future is now. #FutureTech #5GRevolution",Gemma-7B,4,155,6,118,9,2,20,21,8.4,3,7.33,7,19,1,29,28,0.67,1,10.9,35.44,11.68,14.1,16.04,11.82,0,6.75
37060280,Cybersecurity is a race against time.?Keeping our data safe in this digital age requires constant innovation and vigilance. #CyberSafe #DataProtection,Gemma-7B,4,150,6,120,5,0,19,20,7.43,3,7,3,17,0,25,24,0.85,1,13.1,19.03,12.03,14.4,17.78,16,0,7.5
37060280,"The metaverse is more than just a virtual world.?It's a paradigm shift, blurring the lines between reality and imagination. #Metaverse #VirtualFuture",Gemma-7B,4,149,5,117,7,0,20,21,7.91,3,7.33,5,19,0,28,27,0.79,1,10.9,35.44,10.92,12.7,14.94,13.72,0,6.75
37060280,Smart homes are the future of convenience.?Controlling your environment with just your voice is truly a technological marvel. #SmartLiving #HomeAutomation,Gemma-7B,4,154,6,124,5,0,19,20,8.91,3,7,3,17,0,25,24,0.77,1,11.9,27.49,11.24,15.4,18.94,14,0,6
37060280,Blockchain technology isn't just about cryptocurrencies.?It's about decentralized power and secure data storage. #BlockchainRevolution #TechInnovation,Gemma-7B,4,150,6,123,7,0,14,15,9.82,3,5.33,5,14,0,22,21,0.74,1,15.7,-3.83,13.48,25,30.23,16.33,0,5.25
37060280,"Quantum computing is about to unlock unprecedented possibilities.?From drug discovery to climate change solutions, the potential is boundless. #QuantumLeap #FutureTech",Gemma-7B,4,167,6,136,6,0,19,20,9.08,3,7,4,17,0,26,25,0.7,1,14.3,10.56,14.4,18.4,22.42,18,0,7.5
37060280,"The internet of things is connecting our world in ways never before imagined.?From smart cities to connected healthcare, the possibilities are endless. #IoTRevolution #SmartWorld",Gemma-7B,4,178,7,142,6,0,23,24,8.14,3,8.33,4,21,0,30,29,0.87,1,10.3,42.38,12.13,15,17.85,13.13,0,8
37060280,"Virtual reality is more than just entertainment.?It's a tool for learning, training, and exploring new worlds. #VRInnovation #FutureLearning",Gemma-7B,4,140,7,108,8,0,17,18,8.8,3,6.33,6,16,0,26,25,0.78,1,12.7,20.04,11.98,15.2,18.01,16.93,0,6.5
37060280,"Augmented reality is transforming industries.?From engineering to healthcare, AR is adding value and efficiency to every process. #ARTechnology #Industry4.0",Gemma-7B,4,156,8,121,7,2,18,19,9.17,3,6.67,5,15,1,25,24,0.69,1,15.3,2.61,14.91,17.5,20.91,20.64,0,7.75
37060280,Edge computing is bringing computing power closer to the data.?Reducing latency and improving performance across industries. #EdgeComputing #TechPerformance,Gemma-7B,4,156,6,128,5,0,17,18,8.43,3,6.33,3,15,0,23,22,0.75,0.93,15.1,3.12,13.73,19.4,24.1,21.38,0,8
37060280,"5G is empowering connected health.?Remote monitoring, telehealth, and personalized healthcare are just the beginning. #HealthTech #TelehealthRevolution",Gemma-7B,4,151,6,122,7,1,15,16,9.5,3,5.67,5,13,1,23,22,0.75,1,14.7,4.14,13.9,22.6,27.1,15.7,0,6
37060280,"AI-powered robots are changing the way we work and live.?From manufacturing to customer service, automation is creating new possibilities. #RoboticAutomation #FutureWorkforce",Gemma-7B,4,174,7,140,7,0,20,21,9.46,3,7.33,5,18,0,27,26,0.86,1,14.5,10.06,11.68,18.3,21.84,15.63,0,7.25
37060280,Cybersecurity threats are evolving.?Staying ahead of the curve requires continuous vigilance and innovation. #CybersecurityAwareness #DataProtection,Gemma-7B,4,148,6,123,5,0,14,15,9.83,3,5.33,3,12,0,20,19,0.81,1,18,-20.75,14.54,24.4,30.23,19,0,6.25
37060280,"Blockchain technology has the potential to transform industries beyond cryptocurrency.?From supply chain management to voting systems, the possibilities are vast. #BlockchainApplications #TechInnovation",Gemma-7B,4,202,6,169,6,0,21,22,9.93,3,7.67,4,19,0,28,27,0.72,1,14.7,9.55,14.95,22.8,27.65,18.95,0,8.5
37060280,"The internet of healthcare is revolutionizing patient care.?Remote monitoring, diagnostics, and personalized healthcare are within reach. #HealthcareInnovation #TelehealthRevolution",Gemma-7B,4,181,6,151,7,0,17,18,11.17,3,6.33,5,15,0,25,24,0.69,0.92,19.8,-30.73,13.73,26,31.52,19.16,0,7.5
37060280,"Smart cities are becoming a reality.?Automated traffic systems, intelligent lighting, and connected infrastructure are shaping our urban landscapes. #SmartCity #FutureLiving",Gemma-7B,4,173,6,141,7,0,19,20,8.4,3,7,5,17,0,27,26,0.71,1,15.5,2.11,15.19,19.8,23.87,18,0,7.5
37060280,Edge computing is key to the success of the metaverse.?Processing data closer to the source reduces latency and enhances user experiences. #Metaverse #EdgeComputing,Gemma-7B,4,164,5,132,5,0,22,23,7.31,3,8,3,20,0,28,27,0.69,1,11.3,34.42,13.13,13.4,16.1,13.3,0,7.25
37060280,"AI-powered content creation is empowering creators.?From video editing to music composition, the possibilities are endless. #AIContentCreation #CreativeTech",Gemma-7B,4,156,9,124,7,0,16,17,9.23,3,6,5,14,0,23,22,0.83,1,13.7,12.09,16.13,21.6,26,12.81,0,5.75
37060280,"Quantum computing is solving complex problems that were previously impossible.?From drug discovery to climate change mitigation, the potential is transformative. #QuantumSolutions #TechInnovation",Gemma-7B,4,195,6,162,6,0,21,22,9.53,3,7.67,4,19,0,28,27,0.79,1,17,-7.38,14.23,21.3,25.85,18.95,0,9
37060280,The future of transportation is autonomous.?Self-driving cars and drones are changing the way we move around. #AutonomousVehicles #FutureTransportation,Gemma-7B,4,151,6,122,6,0,17,18,10.2,3,6.33,4,15,0,23,22,0.83,1,9.2,45.42,11.98,18.1,22.18,12.49,0,5.5
37060280,Cybersecurity threats are evolving at an alarming rate.?Protecting our data and systems requires constant vigilance. #CyberSecurityAwareness #DataProtection,Gemma-7B,4,156,7,128,5,0,16,17,9.38,3,6,3,14,0,22,21,0.83,1,16,-4.84,15.2,21.6,26.7,15.16,0,5.75
37060280,"The metaverse is opening up a new world of possibilities.?From virtual travel to social interactions, the potential is boundless. #Metaverse #VirtualFuture",Gemma-7B,4,155,5,124,6,0,20,21,8.75,3,7.33,4,18,0,27,26,0.79,1,12.1,26.98,11.68,14.1,16.85,13.72,0,6.75
37060280,Smart homes are becoming increasingly popular.?Controlling your environment with just your voice is a convenience like no other. #SmartLiving #HomeAutomation,Gemma-7B,4,157,6,127,5,0,19,20,9.2,3,7,3,17,0,25,24,0.77,1,11.9,27.49,10.45,16.1,19.81,16,0,7
37060280,"Blockchain technology has the potential to revolutionize industries beyond cryptocurrency.?From supply chain management to voting systems, the possibilities are vast. #BlockchainApplications #TechInnovation",Gemma-7B,4,206,6,173,6,0,21,22,10.2,3,7.67,4,19,0,28,27,0.72,1,17,-7.38,14.95,23.7,28.75,20.76,0,9
37060280,"AI-powered robots are automating tasks across industries.?From manufacturing to customer service, the possibilities are endless. #RoboticAutomation #FutureWorkforce",Gemma-7B,4,164,7,134,7,0,16,17,10.08,3,6,5,14,0,23,22,0.75,1,17.2,-13.3,14.28,23.8,28.73,17.52,0,6.25
37060280,Edge computing is improving the performance of connected devices.?Reducing latency and enhancing efficiency across industries. #EdgeComputing #TechPerformance,Gemma-7B,4,158,6,131,5,0,16,17,9.31,3,6,3,14,0,22,21,0.83,1,17.2,-13.3,15.2,22.1,27.4,29.28,0,8.75
37060280,"5G is enabling new possibilities in healthcare.?From remote monitoring to telehealth, the potential is boundless. #HealthTech #TelehealthRevolution",Gemma-7B,4,147,6,118,6,1,16,17,9.73,3,6,4,14,1,23,22,0.75,1,12.5,20.55,14.28,19.1,23.28,12.81,0,5.75
40502358,"Engineering is about solving problems, not just building things.?#EngineeringMindset #ProblemSolving",Gemma-7B,4,100,5,81,5,0,9,10,10.29,2,5.5,3,8,0,15,14,0.88,1,16.6,-6.36,13.61,26.4,31.12,16,0,7
40502358,Data drives innovation. #DataDrivenEngineering?#EngineeringInnovation,Gemma-7B,4,69,6,56,4,0,3,4,12.4,2,2,2,2,0,8,7,0.78,1,30.8,-118.71,23.57,58.3,66.7,31.6,0,3
40502358,"The future is in automation, and engineering is at the forefront. #FutureTech #EngineeringAutomation",Gemma-7B,4,100,5,79,4,0,12,13,11.17,2,6.5,2,10,0,16,15,0.76,1,13.1,24.44,11.57,17,19.3,14.43,0,8.5
40502358,Engineering is about building the world we want to live in. #BuildingTheFuture #EngineeringImpact,Gemma-7B,4,97,6,76,3,0,12,13,10.33,2,6.5,1,10,0,15,14,0.88,1,10.7,41.36,7.93,15.9,18.43,14.43,0,8.5
40502358,Innovation meets collaboration in engineering. #EngineeringCollaboration #InnovationAndCollaboration,Gemma-7B,4,100,6,85,3,0,6,7,14.83,2,3.5,1,4,0,9,8,0.8,1,45,-214.82,17.52,45.3,55.46,31.37,0,7.5
40502358,Engineering solutions are about finding balance between efficiency and sustainability. #SustainableEngineering #EngineeringBalance,Gemma-7B,4,130,5,111,3,0,11,12,12.25,2,6,1,9,0,14,13,0.87,1,24.5,-59.15,14.76,31.3,37.92,24.8,0,12
40502358,Problem-solving is a daily routine for an engineer. #EngineeringSolutions #SolvingProblems,Gemma-7B,4,90,5,72,4,0,9,10,11.67,2,5,2,7,0,12,11,0.85,1,19,-23.28,12.03,21.7,25.9,12,0,8
40502358,Engineering is about pushing boundaries and achieving the impossible. #EngineeringChallenges #EngineeringExcellence,Gemma-7B,4,115,5,97,3,0,10,11,12.71,2,5.5,1,8,0,13,12,0.86,1,18.2,-15.84,12.79,29.1,35.3,15.31,0,8.5
40502358,The world needs more engineers to tackle the challenges of tomorrow. #EngineeringCareers #EngineeringImpact,Gemma-7B,4,107,5,87,3,0,12,13,10.43,2,6.5,1,10,0,15,14,0.88,1,14.3,15.98,11.57,19.5,22.9,14.43,0,10.5
40502358,"Engineering is a journey, not a destination. #EngineeringJourney #EngineeringDiscovery",Gemma-7B,4,86,5,69,4,0,8,9,13.4,2,4.5,2,6,0,12,11,0.69,1,21,-39.19,11.1,23.9,28.62,21.38,0,7.5
40502358,"Technology evolves, and engineers adapt. #TechnologicalAdvancements #EngineeringEvolution",Gemma-7B,4,89,5,74,4,0,6,7,12.67,2,3.5,2,4,0,10,9,0.82,1,26.1,-79.46,17.52,37.9,45.54,25.66,0,6.5
40502358,Engineering is about making a difference in people's lives. #EngineeringForGood #MakingADifference,Gemma-7B,4,98,7,77,4,0,10,11,11.17,2,5.5,2,9,0,14,13,0.87,1,17,-7.38,9.92,21.8,25.85,15.31,0,8.5
40502358,Innovation meets inspiration in engineering. #EngineeringInspiration #EngineeringInnovation,Gemma-7B,4,91,5,77,3,0,6,7,13.33,2,3.5,1,4,0,9,8,0.8,1,33.2,-130.22,17.52,39.2,47.97,31.37,0,7.5
40502358,Engineering is a blend of creativity and problem-solving. #EngineeringCreativity #EngineeringSolutions,Gemma-7B,4,102,5,84,4,0,9,10,13.67,2,5,2,7,0,12,11,0.85,1,24.9,-65.58,15.19,27.4,32.86,20,0,9
40502358,The world is full of engineering marvels. #EngineeringWonders #EngineeringMarvels,Gemma-7B,4,81,5,65,3,0,8,9,10.5,2,4.5,1,6,0,11,10,0.83,1,18.6,-22.27,11.1,21.3,26.07,16.93,0,6.5
40502358,Engineering is about solving complex problems with elegant solutions. #EngineeringElegance #EngineeringSolutions,Gemma-7B,4,112,5,94,3,0,10,11,11,2,5.5,1,8,0,13,12,0.86,1,21.7,-41.22,15.67,27.7,33.74,22.58,0,10.5
40502358,Learning is essential for growth in engineering. #EngineeringLearning #EngineeringGrowth,Gemma-7B,4,88,5,72,3,0,8,9,11.67,2,4.5,1,6,0,11,10,0.83,1,18.6,-22.27,14.61,24.9,30.59,21.38,0,7.5
40502358,Collaboration is key in engineering projects. #EngineeringCollaboration #TeamworkMatters,Gemma-7B,4,88,5,73,3,0,7,8,12.33,2,4,1,5,0,10,9,0.82,1,26.5,-80.47,13.9,30.3,36.9,23.2,0,7
40502358,Engineering is about pushing the limits of what's possible. #EngineeringLimits #EngineeringExcellence,Gemma-7B,4,101,5,82,4,0,10,11,11.67,2,5.5,2,9,0,14,13,0.87,1,17,-7.38,11.36,23,27.41,15.31,0,8.5
40502358,Engineering is a rewarding career path for those who love to solve problems. #EngineeringSatisfaction #EngineeringCareer,Gemma-7B,4,120,5,98,3,0,14,15,9.67,2,7.5,1,12,0,17,16,0.89,1,16.2,5.49,11.75,19.4,21.97,16.67,0,11.5
40502358,Technology and innovation go hand in hand in engineering. #EngineeringInnovation #TechnologicalAdvancements,Gemma-7B,4,107,5,89,3,0,10,11,12.14,2,5.5,1,8,0,13,12,0.57,0.86,22.9,-49.68,11.36,25.6,31.13,22.58,0,10.5
40502358,Engineering is about creating the future. #EngineeringTheFuture #EngineeringImpact,Gemma-7B,4,82,6,66,3,0,7,8,12.4,2,4,1,5,0,10,9,0.82,1,21.7,-46.63,13.9,26.7,32.55,23.2,0,7
40502358,The world needs more engineers to solve tomorrow's problems. #EngineeringSolutions #SolvingTomorrowProblems,Gemma-7B,4,107,6,87,4,0,10,11,11.14,2,5.5,2,9,0,14,13,0.87,1,18.2,-15.84,14.23,25.6,30.55,18.95,0,8.5
40502358,Engineering is about making a difference in the world. #EngineeringForChange #EngineeringImpact,Gemma-7B,4,95,6,76,3,0,10,11,11.5,2,5.5,1,8,0,13,12,0.86,1,15.8,1.09,8.49,20.5,24.75,15.31,0,8.5
40502358,Engineering is a journey of discovery and innovation. #EngineeringDiscovery #EngineeringInnovation,Gemma-7B,4,98,5,81,3,0,9,10,13,2,5,1,7,0,12,11,0.85,1,22.5,-48.66,12.03,25.5,31.12,24,0,9
40502358,Problem-solving is a fundamental skill in engineering. #EngineeringProblemSolving #SolvingChallenges,Gemma-7B,4,100,6,82,4,0,8,9,14,2,4.5,2,6,0,11,10,0.83,1,23.3,-56.11,16.36,31.2,37.67,21.38,0,8.5
40502358,Engineering is about building sustainable solutions for the future. #SustainableEngineering #EngineeringSustainability,Gemma-7B,4,118,5,100,3,0,10,11,13.14,2,5.5,1,8,0,13,12,0.86,1,22.9,-49.68,12.79,30.3,36.93,22.58,0,10.5
40502358,Engineering is a collaborative process involving diverse perspectives. #EngineeringCollaboration #MultidisciplinaryApproach,Gemma-7B,4,123,5,106,3,0,9,10,13.5,2,5,1,7,0,12,11,0.85,1,29.6,-99.42,16.76,37.3,45.62,28,0,11
40502358,The future of engineering is limitless. #FutureEngineering #EngineeringInnovation,Gemma-7B,4,81,5,66,3,0,7,8,12.8,2,4,1,5,0,10,9,0.82,1,20.6,-38.17,13.9,26.1,31.86,23.2,0,7
40502358,Engineering is about finding creative solutions to complex challenges. #EngineeringCreativity #EngineeringSolutions,Gemma-7B,4,115,5,97,3,0,10,11,11.62,2,5.5,1,8,0,13,12,0.86,1,22.9,-49.68,15.67,29.1,35.3,18.95,0,8.5
40502358,Engineering is about building things that improve people's lives. #EngineeringForPeople #EngineeringImpact,Gemma-7B,4,106,6,86,4,0,10,11,10.57,2,5.5,2,9,0,14,13,0.87,1,17,-7.38,11.36,25.2,30.02,15.31,0,7.5
40502358,Engineering is a field that offers endless opportunities for growth and development. #EngineeringOpportunities #EngineeringCareerGrowth,Gemma-7B,4,135,6,113,3,0,13,14,11.78,2,7,1,11,0,16,15,0.88,1,21.7,-35.8,13.35,26.6,31.43,19.89,0,12
40502358,Engineering is about working with cutting-edge technology. #EngineeringTechnology #EngineeringInnovation,Gemma-7B,4,104,5,87,4,0,8,9,13.67,2,4.5,2,6,0,11,10,0.83,1,24.5,-64.57,12.86,33.3,40.22,21.38,0,7.5
40502358,Engineering is about solving real-world problems with practical solutions. #EngineeringApplications #EngineeringSolutions,Gemma-7B,4,121,5,102,4,0,10,11,12.12,2,5.5,2,8,0,13,12,0.86,1,24.1,-58.14,14.23,31.6,37.97,22.58,0,11.5
40502358,Engineering is a rewarding and impactful career path. #EngineeringSatisfaction #EngineeringImpact,Gemma-7B,4,97,5,80,3,0,9,10,11.29,2,5,1,7,0,12,11,0.85,1,20.2,-31.74,13.61,25,30.54,24,0,9
40502358,The world needs more engineers to tackle the challenges of climate change. #ClimateChangeSolutions #EngineeringSolutions,Gemma-7B,4,120,6,98,3,0,13,14,10.62,2,7,1,11,0,16,15,0.88,1,15.8,6.5,12.23,21.6,25.22,14.17,0,9
40502358,Engineering is about finding innovative ways to use technology for good. #TechForGood #EngineeringImpact,Gemma-7B,4,104,6,83,3,0,12,13,10,2,6.5,1,10,0,15,14,0.88,1,15.4,7.52,12.78,18.4,21.56,20.58,0,11.5
40502358,Engineering is a collaborative process that involves sharing ideas and knowledge. #EngineeringCollaboration #TeamworkMatters,Gemma-7B,4,124,5,104,3,0,12,13,11,2,6.5,1,10,0,15,14,0.88,1,20.2,-26.33,15.21,25.7,30.44,17.51,0,10.5
40502358,The future of engineering is bright. #EngineeringInnovation #EngineeringProgress,Gemma-7B,4,80,5,65,3,0,7,8,12.6,2,4,1,5,0,10,9,0.82,1,18.2,-21.25,11.93,25.6,31.1,18.2,0,6
40502358,"Engineering is about making a difference in the world, one solution at a time. #EngineeringImpact #SolvingProblems",Gemma-7B,4,114,5,90,4,0,15,16,9.5,2,8,2,13,0,19,18,0.8,1,13.1,29.86,8.38,15.7,16.88,16.4,0,13
40502358,Engineering is about understanding and manipulating technology to solve problems. #EngineeringManipulation #EngineeringSolutions,Gemma-7B,4,128,5,109,3,0,11,12,12.75,2,6,1,9,0,14,13,0.87,1,28,-84.53,14.76,30.5,36.93,24.8,0,12
40502358,Engineering is about finding elegant and efficient solutions to complex problems. #EngineeringElegance #EngineeringEfficiency,Gemma-7B,4,125,5,105,3,0,12,13,10.89,2,6.5,1,10,0,15,14,0.88,1,21.3,-34.79,15.21,26,30.9,23.66,0,12.5
40502358,Engineering is about working with others to achieve common goals. #EngineeringCollaboration #TeamworkSuccess,Gemma-7B,4,108,5,89,3,0,11,12,10.71,2,6,1,9,0,14,13,0.87,1,17.4,-8.39,14.76,22.6,27.25,14.8,0,8
40502358,Engineering is about solving problems that impact people's lives. #EngineeringForPeople #EngineeringImpact,Gemma-7B,4,106,6,86,4,0,10,11,10.57,2,5.5,2,9,0,14,13,0.87,1,18.2,-15.84,14.23,25.2,30.02,15.31,0,7.5
50357236,"AI-powered robots might soon manage household chores, freeing humans for more creative pursuits. #FutureOfWork #TechInnovation",Gemma-7B,4,126,7,100,5,0,14,15,8.36,2,7.5,3,12,0,18,17,0.89,1,12.7,30.87,17.01,21.3,23.48,11.33,0,8.5
50357236,"Quantum computing holds the potential to revolutionize drug discovery, accelerating medical breakthroughs. #Healthcare #Innovation",Gemma-7B,4,130,3,110,4,0,13,14,9.45,2,7,2,11,0,17,16,0.89,1,20.6,-27.34,17.87,24.9,28.93,25.6,0,14
50357236,"5G technology will transform industries, enabling seamless data exchange and real-time collaboration. #Industry4.0 #TechTrends",Gemma-7B,4,126,4,100,6,3,13,14,8.5,2,7,4,11,1,17,16,0.89,1,17,-1.96,16.74,23.6,26.44,17.03,0,12
